,irs_decay_mort1,irs_decay_mort2,irs_decay_succ1,irs_decay_succ2,irs_decay_det1,irs_decay_det2
124,2.038797433,-0.008832979,-2.239708931,0.008393514,-1.220637153,-0.008832979
125,2.043129055,-0.008826861,-2.209616448,0.008563902,-1.221591824,-0.008826861
126,2.020753883,-0.008793554,-2.201458524,0.008481125,-1.226508822,-0.008793554
127,2.002477945,-0.008990246,-2.240185138,0.008428844,-1.204213096,-0.008990246
128,2.08652861,-0.008892992,-2.242678979,0.008572057,-1.219088538,-0.008892992
129,2.033763017,-0.008852404,-2.244756908,0.008365242,-1.238183579,-0.008852404
130,2.033519703,-0.008826164,-2.224824335,0.008299533,-1.24547161,-0.008826164
131,2.008559662,-0.00893605,-2.211730672,0.00838909,-1.219196873,-0.00893605
132,2.027306416,-0.009058245,-2.227404175,0.008469464,-1.214744263,-0.009058245
133,2.058043839,-0.009005957,-2.192177017,0.008574079,-1.231757437,-0.009005957
134,2.023026769,-0.008798023,-2.236576303,0.008425154,-1.222500032,-0.008798023
135,2.035292326,-0.008652722,-2.227524575,0.008508129,-1.224504637,-0.008652722
136,2.05722778,-0.008930031,-2.187383132,0.008522836,-1.233280803,-0.008930031
137,2.035302969,-0.008824475,-2.204828585,0.008347506,-1.240210188,-0.008824475
138,2.012700591,-0.008727057,-2.23150287,0.008478954,-1.231452734,-0.008727057
139,2.003674963,-0.008789638,-2.273418652,0.00856259,-1.23707154,-0.008789638
140,2.009891214,-0.008907954,-2.23134132,0.008571449,-1.236944484,-0.008907954
141,2.027219175,-0.008914582,-2.247824349,0.008534445,-1.245336181,-0.008914582
142,2.056116009,-0.00897201,-2.232731324,0.008502001,-1.241701232,-0.00897201
143,2.037448087,-0.00889675,-2.241660546,0.008435822,-1.23123199,-0.00889675
144,2.025958393,-0.008709534,-2.236455271,0.0085715,-1.233116203,-0.008709534
145,2.018669043,-0.008913089,-2.208338323,0.008469245,-1.224296919,-0.008913089
146,2.027171124,-0.008867336,-2.235506928,0.008523411,-1.232409479,-0.008867336
147,2.030687764,-0.008983695,-2.211112195,0.00847429,-1.203949273,-0.008983695
148,2.056736986,-0.008798371,-2.203431211,0.008457896,-1.220117531,-0.008798371
149,2.00178447,-0.00894643,-2.199668184,0.008506126,-1.238547605,-0.00894643
150,2.009461091,-0.008883061,-2.220534677,0.008415167,-1.247894754,-0.008883061
151,2.021767063,-0.0090199,-2.206649259,0.00843247,-1.231035167,-0.0090199
152,2.00641687,-0.008889946,-2.249112129,0.008339492,-1.231388097,-0.008889946
153,2.003831532,-0.008902215,-2.26341559,0.008603644,-1.225874236,-0.008902215
154,2.032606791,-0.008882118,-2.239974449,0.008611126,-1.227931523,-0.008882118
155,2.016853539,-0.008869773,-2.205077228,0.008492277,-1.229613415,-0.008869773
156,2.017454699,-0.008839777,-2.235626835,0.008505432,-1.211057689,-0.008839777
157,2.055741051,-0.008711907,-2.237426896,0.008355839,-1.236058807,-0.008711907
158,1.987246733,-0.008910742,-2.179570946,0.008441566,-1.218786982,-0.008910742
159,2.037236853,-0.008916592,-2.221151688,0.008451714,-1.212418276,-0.008916592
160,2.031611157,-0.008845991,-2.188648204,0.008577945,-1.246868718,-0.008845991
161,2.026273208,-0.00882033,-2.184999426,0.008487468,-1.225159632,-0.00882033
162,2.003789258,-0.00884253,-2.204383717,0.0086118,-1.235238671,-0.00884253
163,2.053627793,-0.008929905,-2.205353234,0.008435509,-1.261856245,-0.008929905
164,2.021154232,-0.008785501,-2.251743273,0.00839605,-1.236689771,-0.008785501
165,2.025432526,-0.008758654,-2.214540497,0.008347147,-1.223393755,-0.008758654
166,2.017084629,-0.008911008,-2.19785688,0.008565931,-1.213256145,-0.008911008
167,1.977734084,-0.008906915,-2.208817405,0.00847484,-1.239826136,-0.008906915
168,2.010740877,-0.008868244,-2.23727481,0.008532515,-1.237856692,-0.008868244
169,2.017304379,-0.00891845,-2.197476495,0.00844071,-1.242747233,-0.00891845
170,2.005551436,-0.00878822,-2.249790315,0.008425787,-1.22364114,-0.00878822
171,2.032737875,-0.008903921,-2.205520467,0.008624499,-1.237580786,-0.008903921
172,2.038256601,-0.008664967,-2.208208646,0.008340854,-1.236379637,-0.008664967
173,1.996397892,-0.008847157,-2.228727823,0.008450944,-1.245563677,-0.008847157
174,2.003404975,-0.008782026,-2.208628474,0.008487,-1.223849467,-0.008782026
175,2.018737608,-0.008955742,-2.222271991,0.008639557,-1.210774791,-0.008955742
176,2.030858682,-0.008930636,-2.229479673,0.008743927,-1.221974042,-0.008930636
177,2.017756533,-0.008817399,-2.258733072,0.008457149,-1.214486859,-0.008817399
178,2.015997837,-0.009048226,-2.256772224,0.008599924,-1.224417875,-0.009048226
179,2.015996239,-0.008930218,-2.221144236,0.008496905,-1.231925165,-0.008930218
180,2.013459824,-0.008781906,-2.226273751,0.008576467,-1.226443661,-0.008781906
181,2.037378275,-0.008741071,-2.231986734,0.008467509,-1.197511623,-0.008741071
182,2.044830945,-0.008895,-2.232416985,0.008379572,-1.228473844,-0.008895
183,2.033316351,-0.008885446,-2.224110166,0.008565497,-1.244374156,-0.008885446
184,2.004240759,-0.008903057,-2.189950855,0.00844319,-1.219703762,-0.008903057
185,2.018817569,-0.008884614,-2.222919661,0.008387375,-1.224145853,-0.008884614
186,2.063275835,-0.008973742,-2.21020858,0.008533811,-1.208004326,-0.008973742
187,2.015496507,-0.008872553,-2.192857699,0.008497409,-1.225186505,-0.008872553
188,2.008076186,-0.008839141,-2.218304159,0.00846942,-1.210342765,-0.008839141
189,2.046097663,-0.008931324,-2.263599477,0.008533972,-1.229516501,-0.008931324
190,2.024765283,-0.008966863,-2.21734929,0.008461473,-1.225545426,-0.008966863
191,2.047419346,-0.008821793,-2.202741857,0.008557042,-1.237763455,-0.008821793
192,2.047628002,-0.008849485,-2.21765987,0.008444249,-1.216845598,-0.008849485
193,2.051924996,-0.008945692,-2.20471293,0.008445723,-1.241691433,-0.008945692
194,2.032705271,-0.00896324,-2.214090857,0.008479154,-1.246612815,-0.00896324
195,2.039154202,-0.008928244,-2.202723624,0.008603209,-1.212119166,-0.008928244
196,2.027512941,-0.008969306,-2.211423441,0.008593474,-1.239400058,-0.008969306
197,2.032051631,-0.008977367,-2.219024943,0.008482475,-1.238772934,-0.008977367
198,2.0423639,-0.00884506,-2.225199572,0.008444012,-1.260576031,-0.00884506
199,2.032225813,-0.009051909,-2.216634843,0.008379503,-1.242338889,-0.009051909
200,1.99637234,-0.008944299,-2.196850734,0.008433786,-1.232124838,-0.008944299
201,2.016711731,-0.008960158,-2.250255244,0.008525872,-1.209350645,-0.008960158
202,2.021703288,-0.009193045,-2.234493396,0.008370566,-1.217972649,-0.009193045
203,2.029594538,-0.008934837,-2.205807076,0.008519876,-1.243089255,-0.008934837
204,2.025387325,-0.00888943,-2.177527218,0.008496607,-1.240479406,-0.00888943
205,2.033670914,-0.008906251,-2.260405169,0.008515718,-1.219268625,-0.008906251
206,2.057430822,-0.008675402,-2.197786614,0.008414503,-1.219472053,-0.008675402
207,2.02947024,-0.008925704,-2.255817896,0.00844084,-1.217109532,-0.008925704
208,2.060249028,-0.008952284,-2.18742645,0.008441114,-1.235173609,-0.008952284
209,1.997208164,-0.008872399,-2.221404292,0.008451593,-1.212516965,-0.008872399
210,2.014032774,-0.008837973,-2.199761479,0.008631929,-1.20648788,-0.008837973
211,2.010280024,-0.008970546,-2.22831525,0.008371048,-1.236244345,-0.008970546
212,2.053594389,-0.008833998,-2.240069771,0.008538344,-1.230852178,-0.008833998
213,2.036607564,-0.008950116,-2.229146037,0.00853459,-1.224634439,-0.008950116
214,2.013843239,-0.008771739,-2.221056144,0.008349827,-1.240402312,-0.008771739
215,2.028157065,-0.008818253,-2.219360837,0.008568715,-1.237522008,-0.008818253
216,2.058237149,-0.008764119,-2.234757034,0.008618093,-1.232978958,-0.008764119
217,2.015560924,-0.008754163,-2.268206676,0.008326099,-1.254333975,-0.008754163
218,2.049113211,-0.008894941,-2.243818269,0.008428198,-1.217925085,-0.008894941
219,2.019447173,-0.008763657,-2.203934537,0.008556903,-1.249894831,-0.008763657
220,1.9850148,-0.008878832,-2.204678539,0.008507965,-1.214381492,-0.008878832
221,2.062109181,-0.008813007,-2.209848772,0.008446103,-1.22358129,-0.008813007
222,2.015318711,-0.008934527,-2.207741977,0.008423641,-1.236646125,-0.008934527
223,2.027621819,-0.008865973,-2.220651297,0.008536858,-1.269659317,-0.008865973
224,2.021030073,-0.009116305,-2.210357122,0.0083872,-1.22284711,-0.009116305
225,2.052336974,-0.008893892,-2.223853907,0.008447201,-1.250014145,-0.008893892
226,2.030510067,-0.008816768,-2.197423418,0.008464377,-1.219047952,-0.008816768
227,2.028356327,-0.008874638,-2.219941785,0.008515312,-1.238460989,-0.008874638
228,2.009370709,-0.008898544,-2.194795065,0.008491317,-1.228108024,-0.008898544
229,2.069975533,-0.008941751,-2.215634602,0.008403303,-1.237385686,-0.008941751
230,2.031568551,-0.008906977,-2.219075324,0.008512721,-1.219350428,-0.008906977
231,2.002472082,-0.008915492,-2.244203193,0.00832304,-1.24509097,-0.008915492
232,2.014305369,-0.008825665,-2.231983472,0.008346902,-1.244264633,-0.008825665
233,2.041164661,-0.008896677,-2.240000256,0.008400527,-1.240120041,-0.008896677
234,2.028741948,-0.008866278,-2.219279372,0.008551783,-1.248895897,-0.008866278
235,2.006690641,-0.008969104,-2.24569674,0.008334954,-1.249574723,-0.008969104
236,2.013293378,-0.008929362,-2.215474674,0.008565984,-1.220877549,-0.008929362
237,2.011552798,-0.008921079,-2.236827788,0.008414957,-1.230256569,-0.008921079
238,2.002568674,-0.008875544,-2.240115749,0.008354273,-1.253106084,-0.008875544
239,2.057629094,-0.008789866,-2.25262608,0.008473724,-1.215791449,-0.008789866
240,2.024330428,-0.008905255,-2.210525777,0.008506285,-1.248853115,-0.008905255
241,2.035127379,-0.008879088,-2.206146206,0.008446529,-1.236123114,-0.008879088
242,2.012477102,-0.008782421,-2.206308061,0.008390329,-1.223745451,-0.008782421
243,2.013216381,-0.008945856,-2.254409408,0.0083391,-1.223912904,-0.008945856
244,2.043590394,-0.008986371,-2.192438331,0.008569311,-1.232194238,-0.008986371
245,1.999858295,-0.008832811,-2.20126838,0.008423421,-1.209246119,-0.008832811
246,2.005473341,-0.008860744,-2.233775829,0.008397931,-1.232539155,-0.008860744
247,2.027458172,-0.008907369,-2.226336961,0.00846458,-1.22910508,-0.008907369
248,2.034493115,-0.008959274,-2.230353831,0.008454893,-1.248124006,-0.008959274
249,2.015857879,-0.008751807,-2.238067371,0.008515992,-1.230340025,-0.008751807
250,2.009365302,-0.008815068,-2.236340188,0.008456778,-1.233824021,-0.008815068
251,1.985016601,-0.008864485,-2.190366411,0.008437407,-1.234031397,-0.008864485
252,2.010926771,-0.008745327,-2.250030182,0.008492115,-1.227993372,-0.008745327
253,2.041464505,-0.008988573,-2.189449258,0.008453215,-1.23848608,-0.008988573
254,2.060349174,-0.008835384,-2.247851467,0.008474993,-1.245058575,-0.008835384
255,2.034877142,-0.008953127,-2.230160835,0.008434884,-1.2345022,-0.008953127
256,2.062839661,-0.008992573,-2.201130821,0.008424443,-1.244059241,-0.008992573
257,2.012279086,-0.008877226,-2.246780839,0.008443584,-1.228244415,-0.008877226
258,2.043784072,-0.009033116,-2.208284207,0.008474688,-1.226300319,-0.009033116
259,2.008340838,-0.008862046,-2.19727805,0.008520128,-1.232107226,-0.008862046
260,2.029228826,-0.008855052,-2.21004943,0.008579415,-1.229449849,-0.008855052
261,1.989444072,-0.008838282,-2.250125393,0.008328048,-1.23137769,-0.008838282
262,2.031764986,-0.009081456,-2.211135944,0.008589378,-1.236725768,-0.009081456
263,2.024323873,-0.008874015,-2.195441325,0.008646564,-1.242076511,-0.008874015
264,2.022384514,-0.009138728,-2.243631064,0.008554545,-1.209981305,-0.009138728
265,2.060018434,-0.008906683,-2.197928735,0.008598224,-1.210736669,-0.008906683
266,2.019345306,-0.008889646,-2.201704484,0.0084736,-1.226936974,-0.008889646
267,2.011556626,-0.008902301,-2.203952943,0.008406936,-1.20806306,-0.008902301
268,2.041068786,-0.008879726,-2.222661895,0.008544769,-1.231227733,-0.008879726
269,2.048018974,-0.008937653,-2.219485616,0.008509348,-1.218869225,-0.008937653
270,1.988368906,-0.008936608,-2.224595371,0.008567613,-1.245737085,-0.008936608
271,2.043898052,-0.008788266,-2.240070252,0.008358074,-1.246123321,-0.008788266
272,2.041228267,-0.0088782,-2.212453147,0.008483415,-1.206247181,-0.0088782
273,2.001024139,-0.008926899,-2.23806002,0.008435727,-1.239947107,-0.008926899
274,1.970052338,-0.008867495,-2.247926102,0.008344315,-1.249518183,-0.008867495
275,2.001126985,-0.00890022,-2.218784432,0.008466082,-1.235450303,-0.00890022
276,2.043651051,-0.008978653,-2.212036152,0.008452665,-1.217191311,-0.008978653
277,2.068662787,-0.009150591,-2.239030188,0.008402122,-1.249592488,-0.009150591
278,2.007358574,-0.009033959,-2.221849242,0.008540753,-1.224349931,-0.009033959
279,2.065803158,-0.008914634,-2.251635449,0.008585642,-1.222927896,-0.008914634
280,2.033433902,-0.008674115,-2.24694493,0.008541579,-1.247530911,-0.008674115
281,2.041553752,-0.009018539,-2.219177543,0.008381389,-1.251416619,-0.009018539
282,2.013825019,-0.008989728,-2.222227423,0.00848943,-1.230469322,-0.008989728
283,1.976531618,-0.008920635,-2.259068048,0.008575232,-1.23246821,-0.008920635
284,2.046274673,-0.008850828,-2.21278986,0.008626378,-1.208243471,-0.008850828
285,2.052655669,-0.008914839,-2.234301255,0.008521747,-1.231601814,-0.008914839
286,2.032553616,-0.008970992,-2.258975026,0.008533402,-1.2225667,-0.008970992
287,2.022180613,-0.008893016,-2.201235221,0.00840742,-1.231784607,-0.008893016
288,2.038853339,-0.008914333,-2.179512994,0.008455186,-1.243121038,-0.008914333
289,2.029847195,-0.00892154,-2.201495862,0.008284008,-1.212826546,-0.00892154
290,2.023414657,-0.00895197,-2.235164281,0.008430935,-1.221283168,-0.00895197
291,2.045773756,-0.008631147,-2.202327386,0.008636564,-1.21753403,-0.008631147
292,2.029834029,-0.008951346,-2.211385154,0.008457701,-1.221652139,-0.008951346
293,2.07184247,-0.008890743,-2.223788742,0.008458516,-1.249016978,-0.008890743
294,2.045247308,-0.00895333,-2.225352285,0.008446983,-1.231113559,-0.00895333
295,1.996261452,-0.00881868,-2.186353449,0.00858967,-1.245802227,-0.00881868
296,2.037108508,-0.009010328,-2.210959061,0.008460497,-1.25603466,-0.009010328
297,2.0415906,-0.008845148,-2.215426297,0.00849844,-1.229590424,-0.008845148
298,2.031965344,-0.00893022,-2.195635678,0.008431448,-1.241331585,-0.00893022
299,1.999077483,-0.008863447,-2.242500478,0.008464773,-1.214839549,-0.008863447
300,2.047119352,-0.008764295,-2.227919483,0.008537714,-1.24319669,-0.008764295
301,1.989790968,-0.009032248,-2.192031003,0.008538576,-1.239564631,-0.009032248
302,2.038983414,-0.008896528,-2.221285529,0.008357137,-1.23122571,-0.008896528
303,2.001524148,-0.00891788,-2.2068024,0.008456301,-1.215869855,-0.00891788
304,2.025340688,-0.009059636,-2.200541019,0.00821826,-1.251190817,-0.009059636
305,2.029484431,-0.009011789,-2.275900509,0.008500056,-1.221534404,-0.009011789
306,2.00118155,-0.008992803,-2.220283051,0.008447155,-1.222555977,-0.008992803
307,1.986576406,-0.008845759,-2.231507396,0.008534049,-1.238360361,-0.008845759
308,2.014619555,-0.0089983,-2.209576739,0.008616966,-1.213770973,-0.0089983
309,1.983510579,-0.008854524,-2.205217198,0.008516172,-1.22404703,-0.008854524
310,2.028188847,-0.008897038,-2.24905931,0.008417117,-1.23058446,-0.008897038
311,2.046094539,-0.008850275,-2.243078429,0.008464711,-1.253924848,-0.008850275
312,2.012418105,-0.00894895,-2.24905931,0.008528729,-1.22594339,-0.00894895
313,2.01147541,-0.008938128,-2.208825042,0.008536871,-1.233236681,-0.008938128
314,2.034456168,-0.008908658,-2.247045324,0.008333983,-1.254197229,-0.008908658
315,1.99408973,-0.008869465,-2.189282085,0.008426942,-1.206356332,-0.008869465
316,2.038000174,-0.00888182,-2.215389362,0.008507375,-1.246714659,-0.00888182
317,2.017827836,-0.008920358,-2.252677983,0.008470689,-1.224166427,-0.008920358
318,2.004026734,-0.008871621,-2.232850662,0.008504619,-1.222316648,-0.008871621
319,2.030524589,-0.008979849,-2.232564867,0.008446447,-1.221323471,-0.008979849
320,2.008541576,-0.008963334,-2.202474675,0.008399073,-1.232548229,-0.008963334
321,1.986722767,-0.008924958,-2.224372487,0.008463254,-1.232375403,-0.008924958
322,2.07186438,-0.008920124,-2.242495383,0.008468098,-1.24565778,-0.008920124
323,2.017343092,-0.008910416,-2.242563803,0.00842401,-1.218619567,-0.008910416
324,2.049268729,-0.008958542,-2.220649245,0.008544664,-1.230118822,-0.008958542
325,1.988131903,-0.008815331,-2.213143081,0.008407486,-1.230425022,-0.008815331
326,2.002661418,-0.008917983,-2.234366985,0.008526104,-1.241988293,-0.008917983
327,2.002209196,-0.008997694,-2.225715744,0.008418882,-1.237645087,-0.008997694
328,2.035577348,-0.008771113,-2.200378728,0.008490799,-1.23698741,-0.008771113
329,1.985657279,-0.008990495,-2.21964811,0.008463201,-1.254802925,-0.008990495
