"","Mort1","Mort2","Succ1","Succ2","Det1","Det2"
"1",0.798413820792267,-0.00740831660464496,-1.35727729778962,0.00861175784567681,-0.463842100371905,-0.0075549755550673
"2",0.786829062566983,-0.00737393716855088,-1.35637614884098,0.0086150954841148,-0.44039493054077,-0.00729563106319846
"3",0.802990679313708,-0.00760697845544029,-1.42138205270363,0.00861433116129638,-0.452725974298564,-0.0073250694325491
"4",0.801349686955362,-0.00742444704215317,-1.38724921075585,0.00850290126669971,-0.478058165563103,-0.00730602329970563
"5",0.799569366733385,-0.00753232402875206,-1.36358757737298,0.0087796170377595,-0.461563457656265,-0.0074651208288751
"6",0.826123992031179,-0.00722220036396155,-1.38689260707128,0.0087550962179934,-0.435543752081228,-0.00764397039583956
"7",0.784981983901547,-0.00740864274988127,-1.37943931493631,0.0086173163827859,-0.445046124701029,-0.00722793514369334
"8",0.782455767552451,-0.00758778761239506,-1.39548753273943,0.00840254734161978,-0.468485146794748,-0.00730653781868283
"9",0.759594116826458,-0.00754329856539926,-1.38971428320084,0.00865392494816706,-0.455331611885616,-0.00741975898411093
"10",0.751328548772128,-0.00740713762783784,-1.37523195316561,0.00830951723539432,-0.437648837321036,-0.00712498509307623
"11",0.764225467613794,-0.00726803976845482,-1.33967474575638,0.0086649367206335,-0.462779672765847,-0.00731241698610672
"12",0.828256167472221,-0.00747560686860745,-1.40412509878767,0.00854386418838855,-0.453929589208932,-0.00722337484389108
"13",0.777333954578707,-0.00731703474222843,-1.36421207935396,0.0085562784119869,-0.449924654015754,-0.00737838197853262
"14",0.761805121452371,-0.00735306083737701,-1.39175170812513,0.00862526472003841,-0.462965630080318,-0.00705900634927172
"15",0.770208344180565,-0.00707966106370495,-1.37835650677006,0.00864181621554403,-0.454402741934152,-0.00728678606647578
"16",0.81517371014468,-0.0072908768337913,-1.39859582912723,0.00852733874605854,-0.423988313019585,-0.00741665663844574
"17",0.751402834906492,-0.0073405975889574,-1.36919044138593,0.00837359993895956,-0.446679007553915,-0.0073548125439215
"18",0.784272952640683,-0.00734681881429757,-1.37394223583356,0.00844718058550057,-0.45563601694204,-0.00737936996358789
"19",0.754764099714066,-0.00712375574289827,-1.41325153509141,0.00845637449965886,-0.43104277930786,-0.00736876712922944
"20",0.801615675242798,-0.00735768357167251,-1.36892958108038,0.00864340327954634,-0.475002704937,-0.00726730926505369
"21",0.742318377784872,-0.00746573014233,-1.37577213047329,0.00834887127993786,-0.46158915738342,-0.00729186781179685
"22",0.816636918134872,-0.00749392097055142,-1.37662276056885,0.00854155386582012,-0.470561242838396,-0.00746593548575891
"23",0.791399569235223,-0.00739390842568647,-1.44119662882957,0.00864881604946129,-0.43347023379897,-0.00729125443039084
"24",0.785172493876064,-0.00733489510550732,-1.36173061180666,0.00857535769954681,-0.449201764602404,-0.0073541309341564
"25",0.770094296414621,-0.00773668034994863,-1.4213110753625,0.0085434044760704,-0.465851032287913,-0.00727312955449366
"26",0.766901810940099,-0.00741836326937609,-1.4150194954332,0.00847541377410237,-0.484230216875489,-0.00753157856167844
"27",0.779025238614333,-0.00739661466302791,-1.43110217409238,0.00838527642930381,-0.473023854689516,-0.00738477564768041
"28",0.786928362089883,-0.0075673737450846,-1.38249120351082,0.00855130159373975,-0.452135393477926,-0.00736834090473824
"29",0.811818700577225,-0.00738133923339095,-1.38198010078276,0.00828929902901883,-0.452191409576021,-0.00764401688643097
"30",0.812772157173407,-0.00713874512906742,-1.37994790815899,0.00868603588969865,-0.470209610421146,-0.00752266549948538
"31",0.775574324758971,-0.00741514992358046,-1.36728499477182,0.00872332372816724,-0.45142170505293,-0.00752339757737823
"32",0.781647853842146,-0.00742442295027146,-1.41135889221314,0.00861793287770407,-0.485832082276611,-0.0071702411196978
"33",0.763231144920025,-0.00722090594815978,-1.37259952633136,0.00856534176423925,-0.446721381670733,-0.00755010937257956
"34",0.79763317500428,-0.00759336915821084,-1.35888267249105,0.00837905474232787,-0.431311739099241,-0.00735843611044285
"35",0.78751814115122,-0.00745059600905504,-1.39831424696272,0.00844209896988987,-0.475588161604644,-0.00746952965436188
"36",0.759063810184018,-0.00745294893567844,-1.40695300829194,0.00844986579439022,-0.467380521773795,-0.00757493205221367
"37",0.782205091571077,-0.00758741656149833,-1.36402787867105,0.0086363982414512,-0.489605671324245,-0.00743752746768944
"38",0.769074767219141,-0.00733405267347325,-1.34027405447881,0.00845462459643328,-0.489016678011973,-0.00737764033216125
"39",0.779547492656456,-0.00736990063212213,-1.39781341995637,0.00851709890968372,-0.440453672105062,-0.0074276262102238
"40",0.790684717190994,-0.00744637368491348,-1.4230423209035,0.00838704229632269,-0.501244549259473,-0.00734887391699251
"41",0.811446620426967,-0.00719975140273833,-1.37616821630883,0.00854019099161912,-0.460509017705937,-0.0074630379020349
"42",0.803739531322301,-0.00706705979697711,-1.33085838300953,0.00854997041354593,-0.451827136019997,-0.00718156945357587
"43",0.767777164869189,-0.00756076446860112,-1.43794806897122,0.00831057730952981,-0.446450479332427,-0.00738133923339095
"44",0.819647732591271,-0.00730714852523193,-1.38472015919747,0.00852027910968321,-0.464527888252073,-0.00732195212669798
"45",0.794648485040184,-0.00735835395158899,-1.37165339260458,0.0084578650978675,-0.470280098400251,-0.00729085195144349
"46",0.819876633705817,-0.00750822422134334,-1.33384411397405,0.00852381002340094,-0.443829980465299,-0.00760396013936774
"47",0.785739239774701,-0.00745440986728255,-1.37335385760064,0.00851335500113617,-0.488805923819298,-0.00733505890135827
"48",0.796474760364841,-0.00736541192193988,-1.35855703242413,0.00845155276873492,-0.459753211012993,-0.00728372811537639
"49",0.819751079882315,-0.00742573242032621,-1.38980519473244,0.00855811500926554,-0.472515373988265,-0.00758217559384567
"50",0.791098020643226,-0.00748261065199282,-1.42135389994075,0.00865852487072231,-0.467167971681685,-0.00723975972198976
"51",0.816310778788213,-0.00735622163219146,-1.37846414268935,0.00850233847808543,-0.466938037057904,-0.00743162908862419
"52",0.849831909349089,-0.00742374848592018,-1.38374123532376,0.00869304308679306,-0.457087775863266,-0.00756015995534681
"53",0.784020034063567,-0.00734713803229947,-1.41573294404498,0.00845656657746828,-0.442738462499053,-0.00743903218277998
"54",0.755648056029715,-0.00758361054267813,-1.38179912052577,0.00850304510016874,-0.464802788574181,-0.00736100857406557
"55",0.783599259643689,-0.00736721968875541,-1.3578111534474,0.00847353381994828,-0.431657359386416,-0.00747567021836657
"56",0.787882197291973,-0.00742921313953053,-1.36028759793428,0.00849531769453932,-0.467788666308717,-0.00735542963748162
"57",0.837876788180081,-0.00743789976155983,-1.41998307733792,0.00832944438192348,-0.468499675678744,-0.00727021474078917
"58",0.842191330630133,-0.00717485445985968,-1.36986597340433,0.00839862770425736,-0.465378074878082,-0.00754593625625426
"59",0.766969913443857,-0.00730500082316871,-1.39517798102864,0.0085299008796667,-0.466244506266404,-0.0074785134984044
