,irs_decay_mort1,irs_decay_mort2,irs_decay_succ1,irs_decay_succ2,irs_decay_det1,irs_decay_det2
193,1.053751034,-0.023791295,-1.325202288,0.021275452,-1.717407444,-0.023791295
194,1.191738348,-0.024677916,-1.189376674,0.019568989,-1.550815789,-0.024677916
195,1.07117099,-0.023921616,-1.275282354,0.019472002,-1.82946953,-0.023921616
196,1.201683717,-0.022705379,-1.187188097,0.018624627,-1.703424041,-0.022705379
197,1.03130464,-0.025976728,-1.276033322,0.018597234,-1.718468287,-0.025976728
198,1.133294469,-0.022761238,-1.215086607,0.018227145,-1.704637735,-0.022761238
199,1.033710981,-0.022417239,-1.291049345,0.018019172,-1.715040272,-0.022417239
200,0.964498429,-0.021188828,-1.094230747,0.018737708,-1.619118479,-0.021188828
201,0.971802053,-0.023220085,-1.268367062,0.019164507,-1.712943859,-0.023220085
202,1.172922589,-0.02401766,-1.358555656,0.020360065,-1.778384836,-0.02401766
203,1.092466976,-0.025054235,-1.205154608,0.018646231,-1.59776801,-0.025054235
204,1.091168688,-0.025492574,-1.288140607,0.017504344,-1.770539707,-0.025492574
205,1.078974038,-0.026803397,-1.172157498,0.019366074,-1.747502068,-0.026803397
206,1.211388073,-0.026540005,-1.082089182,0.020043129,-1.791681787,-0.026540005
207,1.218521894,-0.022626808,-1.19851469,0.020822383,-1.689428284,-0.022626808
208,0.864070569,-0.024423261,-1.308834666,0.020096139,-1.773949735,-0.024423261
209,1.069590155,-0.025876737,-1.284596267,0.019423744,-1.636128693,-0.025876737
210,1.179124411,-0.025910646,-1.46615711,0.020850434,-1.69989481,-0.025910646
211,1.187701152,-0.023168088,-1.357677422,0.020350584,-1.684070212,-0.023168088
212,1.047921252,-0.025278,-1.329148451,0.020687215,-1.725292935,-0.025278
213,1.176583438,-0.028440254,-1.093942006,0.018894538,-1.732939496,-0.028440254
214,1.134300213,-0.021020456,-1.297769132,0.02012296,-1.612660083,-0.021020456
215,0.939953588,-0.023033569,-1.269671322,0.018548215,-1.671466455,-0.023033569
216,1.170163031,-0.023424697,-1.225385348,0.019707658,-1.680094708,-0.023424697
217,0.989216084,-0.026388793,-1.131551955,0.018775347,-1.847537985,-0.026388793
218,1.048731671,-0.026188571,-1.322698245,0.021143408,-1.674161524,-0.026188571
219,1.148561696,-0.024278029,-1.326332414,0.019656469,-1.700649519,-0.024278029
220,1.023574657,-0.024219502,-1.153742574,0.017993987,-1.614244423,-0.024219502
221,1.181842505,-0.02676946,-0.928039028,0.019394935,-1.622081112,-0.02676946
222,1.263049808,-0.023488791,-1.327340632,0.017493553,-1.792739833,-0.023488791
223,1.129527091,-0.025727092,-1.205444003,0.016640044,-1.69635855,-0.025727092
224,1.038048671,-0.024154267,-1.525063948,0.020892485,-1.692711464,-0.024154267
225,1.1517321,-0.026140764,-1.422940289,0.018587153,-1.737653992,-0.026140764
226,0.996712842,-0.025572685,-1.232554532,0.019628008,-1.60149099,-0.025572685
227,1.295409594,-0.02439968,-1.366928776,0.018031566,-1.747466793,-0.02439968
228,1.132892086,-0.02329062,-1.307468679,0.019716843,-1.704465273,-0.02329062
229,1.064872363,-0.023221482,-1.071824738,0.020331855,-1.77341616,-0.023221482
230,1.073267944,-0.024471097,-1.356163932,0.018078626,-1.668121359,-0.024471097
231,0.876760632,-0.022361327,-1.290532606,0.018867533,-1.72994697,-0.022361327
232,1.216044074,-0.023668701,-1.292247802,0.018594095,-1.725877573,-0.023668701
233,1.133557551,-0.022578919,-1.1210388,0.01779182,-1.728932947,-0.022578919
234,1.187836763,-0.02256371,-1.16672485,0.02008506,-1.67708484,-0.02256371
235,1.106481524,-0.02350762,-1.38080534,0.019187949,-1.684712062,-0.02350762
236,0.932283611,-0.027668491,-1.233453728,0.020141579,-1.734320428,-0.027668491
237,1.167217153,-0.023536885,-1.238241771,0.019966831,-1.736346735,-0.023536885
238,1.127515131,-0.024772521,-1.391573479,0.021634883,-1.685767776,-0.024772521
239,1.218287505,-0.022716979,-1.230450843,0.018754054,-1.686246157,-0.022716979
240,1.118323484,-0.023874273,-1.319553815,0.0200313,-1.615313178,-0.023874273
241,1.15760173,-0.020670645,-1.347434929,0.017425033,-1.790781329,-0.020670645
242,1.053803839,-0.024677317,-1.264052176,0.02103531,-1.703261576,-0.024677317
243,1.266290832,-0.024561787,-1.036724575,0.022806874,-1.786615139,-0.024561787
244,1.081420831,-0.02468573,-1.280931707,0.020687159,-1.682865729,-0.02468573
245,1.193432922,-0.027181722,-1.367457883,0.021064432,-1.722795276,-0.027181722
246,1.008407321,-0.022213114,-1.17202777,0.018313239,-1.799370584,-0.022213114
247,1.007121237,-0.020550628,-1.34687099,0.019333939,-1.647847798,-0.020550628
248,0.930448429,-0.023801736,-1.241898303,0.019920971,-1.60026299,-0.023801736
249,0.912001056,-0.022027825,-1.235804535,0.021697065,-1.691430106,-0.022027825
250,1.047450324,-0.020773005,-1.240658035,0.020278071,-1.727959051,-0.020773005
251,0.977390803,-0.024798353,-1.152483048,0.021155371,-1.646956063,-0.024798353
252,0.912511142,-0.022602718,-1.16696685,0.020000851,-1.659001834,-0.022602718
253,1.128696579,-0.023445816,-1.527742666,0.019899581,-1.806124699,-0.023445816
254,1.075995462,-0.024143977,-1.243305953,0.021219847,-1.624257209,-0.024143977
255,1.137304878,-0.026205997,-1.145172719,0.020550806,-1.579775327,-0.026205997
256,1.045975385,-0.022970624,-1.184286867,0.018793631,-1.702874705,-0.022970624
257,0.879323141,-0.024125217,-1.154487842,0.019212587,-1.585431942,-0.024125217
258,1.081192686,-0.021988877,-1.195061276,0.018375429,-1.671191993,-0.021988877
259,0.979609769,-0.024778034,-1.456601231,0.019418475,-1.601022555,-0.024778034
260,1.075919338,-0.027128254,-1.390890756,0.020146013,-1.68025532,-0.027128254
261,1.105164343,-0.026174496,-1.241790512,0.019965284,-1.67137589,-0.026174496
262,1.059010559,-0.023123873,-1.177277946,0.020539558,-1.609316664,-0.023123873
263,1.112630971,-0.02579432,-1.239919642,0.019686134,-1.691083279,-0.02579432
264,1.075232967,-0.025334261,-1.12005534,0.019431225,-1.673206611,-0.025334261
265,1.068422889,-0.022302512,-1.219654884,0.019412232,-1.7207118,-0.022302512
266,1.108238704,-0.022920873,-1.199171949,0.018875768,-1.781709128,-0.022920873
267,1.211105852,-0.022621036,-1.304265547,0.02123821,-1.747516166,-0.022621036
268,1.049302075,-0.026007676,-1.148442319,0.019172259,-1.686785585,-0.026007676
269,1.102843412,-0.023538737,-1.266743493,0.019187827,-1.695078471,-0.023538737
270,1.057789751,-0.022701341,-1.140497858,0.021258989,-1.698301648,-0.022701341
271,1.156527662,-0.025109184,-1.335304863,0.019023446,-1.800156152,-0.025109184
272,1.413587694,-0.025518919,-1.04547366,0.019220329,-1.744894945,-0.025518919
273,1.123693916,-0.028358232,-1.292530779,0.020116773,-1.679892826,-0.028358232
274,1.10088142,-0.024653599,-1.29593488,0.021286366,-1.656182082,-0.024653599
275,0.918277582,-0.022656036,-1.256920188,0.017482269,-1.701607875,-0.022656036
276,1.088769909,-0.024104823,-1.319421935,0.019317118,-1.703185276,-0.024104823
277,1.109158512,-0.026133561,-1.09075535,0.018868252,-1.729762727,-0.026133561
278,1.105833269,-0.027055033,-1.157406623,0.020330223,-1.639504018,-0.027055033
279,1.203437306,-0.02598084,-1.383790344,0.018618014,-1.741703905,-0.02598084
280,1.087156945,-0.023034587,-1.189925157,0.018629693,-1.694499064,-0.023034587
281,1.557524853,-0.024875798,-1.367041832,0.021091712,-1.714248674,-0.024875798
282,1.137361881,-0.024630913,-1.160603247,0.020496445,-1.71125881,-0.024630913
283,0.936332111,-0.023230238,-1.359202919,0.020329029,-1.82386682,-0.023230238
284,1.179513903,-0.024822179,-1.255211877,0.019206054,-1.762414143,-0.024822179
285,1.044586617,-0.026262618,-1.250928128,0.019961251,-1.679549416,-0.026262618
286,1.204253504,-0.025428114,-1.343826593,0.018846694,-1.68895228,-0.025428114
287,1.034792423,-0.022096471,-1.274967658,0.019656994,-1.740847078,-0.022096471
288,1.122955489,-0.027431622,-1.194513401,0.020489328,-1.614974246,-0.027431622
289,0.877913616,-0.025145543,-1.24607203,0.019659065,-1.635795404,-0.025145543
290,1.096254023,-0.024852131,-1.164113874,0.020748047,-1.866719641,-0.024852131
291,1.007164827,-0.023246332,-1.384164392,0.018149133,-1.663999027,-0.023246332
292,1.172915257,-0.024168961,-1.100346598,0.019278837,-1.728871431,-0.024168961
293,1.500859933,-0.022233052,-1.236105434,0.019290425,-1.783928242,-0.022233052
294,1.145218812,-0.022801463,-1.23645433,0.019723501,-1.596733168,-0.022801463
295,1.012370643,-0.02361676,-1.106911539,0.019051279,-1.715281125,-0.02361676
296,0.898370117,-0.026044139,-1.323401461,0.018842744,-1.577973093,-0.026044139
297,1.160322188,-0.02603747,-1.451030789,0.01870714,-1.709278877,-0.02603747
298,1.137468612,-0.025996104,-1.233489999,0.019221388,-1.732714765,-0.025996104
299,1.150318643,-0.024814164,-1.297744552,0.018028131,-1.66276534,-0.024814164
300,1.292711153,-0.024403826,-1.344525054,0.019816465,-1.65727132,-0.024403826
301,1.091844945,-0.023669562,-1.228296943,0.016989724,-1.699168872,-0.023669562
302,1.16808533,-0.024988684,-0.967998971,0.01929528,-1.693016695,-0.024988684
303,1.142961989,-0.023875471,-1.395859992,0.019434702,-1.715003622,-0.023875471
304,1.182289687,-0.026046029,-1.204410248,0.019708115,-1.796433902,-0.026046029
305,1.208059147,-0.027348762,-1.152652883,0.017463144,-1.71905245,-0.027348762
306,1.002376121,-0.02542464,-1.283455708,0.020007945,-1.678846491,-0.02542464
307,1.040024195,-0.024827591,-1.265532028,0.020404469,-1.751737634,-0.024827591
308,1.003505581,-0.025273535,-1.325950008,0.020411167,-1.67515525,-0.025273535
309,1.051275553,-0.023742424,-1.389452293,0.02047282,-1.679139786,-0.023742424
310,0.94436381,-0.021893014,-1.245050403,0.020532017,-1.646859714,-0.021893014
311,1.068752692,-0.024256706,-1.140726265,0.018615124,-1.660617838,-0.024256706
312,0.983485297,-0.025380184,-1.105051201,0.020237317,-1.689425507,-0.025380184
313,1.040325276,-0.023581193,-1.214709936,0.020241986,-1.761970122,-0.023581193
314,1.062922833,-0.025627667,-1.372816804,0.017204306,-1.644946049,-0.025627667
315,1.1659252,-0.021303947,-1.351048517,0.020898711,-1.626034756,-0.021303947
316,1.156049359,-0.026137621,-1.248935094,0.019490104,-1.791185145,-0.026137621
317,1.068139517,-0.022916848,-1.225165134,0.017889147,-1.691476185,-0.022916848
318,1.105950562,-0.025408475,-1.080766014,0.018238217,-1.726767878,-0.025408475
319,1.034646598,-0.025217271,-1.415037971,0.018074694,-1.609397012,-0.025217271
320,0.773473024,-0.025656406,-1.255873058,0.019264886,-1.580819864,-0.025656406
321,1.131360408,-0.02598566,-1.113328369,0.019379432,-1.722481247,-0.02598566
322,1.110458418,-0.024273608,-1.111623722,0.019884791,-1.717640964,-0.024273608
323,1.265772023,-0.026284178,-1.171618793,0.019913529,-1.709238373,-0.026284178
324,1.175731411,-0.023013085,-1.07562797,0.018058591,-1.691638134,-0.023013085
325,1.046950983,-0.023275578,-1.139588071,0.020411779,-1.64499325,-0.023275578
326,1.2705968,-0.022021177,-1.25130421,0.020289687,-1.802349926,-0.022021177
