1950	0.142054451311174
1951	0.145723233672958
1952	0.14959662602305
1953	0.15365959579088
1954	0.157902121262736
1955	0.162317521296142
1956	0.166904125605479
1957	0.171666109904794
1958	0.176608485050944
1959	0.18174294304326
1960	0.187080340738266
1961	0.192629029564055
1962	0.198392350091866
1963	0.204369467178888
1964	0.210553699682646
1965	0.216947553031568
1966	0.223546016368799
1967	0.230364122264907
1968	0.237447803574411
1969	0.244858025722399
1970	0.252634040420912
1971	0.260804242525472
1972	0.269352764322699
1973	0.278231167529648
1974	0.287366794721897
1975	0.296711207616502
1976	0.306248538500083
1977	0.316003006514114
1978	0.326013863370636
1979	0.336335393352263
1980	0.347009353599465
1981	0.358065809253382
1982	0.369501419742776
1983	0.381286955069317
1984	0.393375647235677
1985	0.405745782528812
1986	0.418329714381159
1987	0.431160848505094
1988	0.444432938032404
1989	0.458409052948054
1990	0.473246200100217
1991	0.489078837481209
1992	0.505767496241857
1993	0.522868715550359
1994	0.539772841155838
1995	0.556058125939536
1996	0.57158510105228
1997	0.586544179054618
1998	0.601256889928178
1999	0.616200935359947
2000	0.631752129614164
2001	0.647998162685819
2002	0.664917320861867
2003	0.682639051277768
2004	0.701288625354936
2005	0.720958743945215
2006	0.741718723901787
2007	0.763581927509604
2008	0.7864982462001
2009	0.810378319692667
2010	0.835142809420411
2011	0.860790045097712
2012	0.887322532152998
2013	0.914614999164857
2014	0.94255052613997
2015	0.971028895941206
2016	1
2017	1.02948889260063
2018	1.0595122765993
2019	1.09011190913646
2020	1.12133789878069
2021	1.15318189410389
2022	1.18565224653416
2023	1.21879906464005
2024	1.25270586270252
2025	1.28742274929013
2026	1.32297477868716
2027	1.3593619508936
2028	1.39659261733756
2029	1.43466677801904
2030	1.47359278436613
2031	1.51335393352263
2032	1.55396692834475
2033	1.59540671454819
2034	1.63764823784867
2035	1.68068314681811
2036	1.7244947386003
2037	1.76905795891097
2038	1.81433940203775
2039	1.86028060798397
2040	1.90683981960915
2041	1.95400033405712
2042	2.0017287456155
2043	2.05002505428428
2044	2.09889761149156
2045	2.14833806580925
2046	2.19832136295306
2047	2.24883915149491
2048	2.2998496742943
2049	2.35132787706698
2050	2.40324035410055
2051	2.45557040253883
2052	2.50830131952564
2053	2.56143310506097
2054	2.61497411057291
2055	2.66892433606147
2056	2.72325872724236
2057	2.7779605812594
2058	2.83301319525639
2059	2.88839986637715
2060	2.94407883748121
2061	3.00005845999666
2062	3.05628862535494
2063	3.11275263069985
2064	3.16941707031902
2065	3.22624018707199
2066	3.28319692667446
2067	3.34027058627025
2068	3.39743611157508
2069	3.45465174544847
2070	3.51190078503424
2071	3.56914982462001
2072	3.62638216134959
2073	3.68356438951061
2074	3.74071321195924
2075	3.79780357441122
2076	3.85481042258226
2077	3.91170035075998
2078	3.968439953232
2079	4.02495406714548
2080	4.08121763821613
2081	4.1371722064473
2082	4.19281777183898
2083	4.2481292801069
2084	4.30309837982295
2085	4.35770836813095
2086	4.41194254217471
2087	4.46576749624186
2088	4.5191581760481
2089	4.57208117588108
2090	4.62451144145649
2091	4.67643226991816
2092	4.72782695840989
2093	4.7786704526474
2094	4.8289627526307
2095	4.87868715550359
2096	4.92782695840989
2097	4.9763738099215
2098	5.02430265575413
2099	5.07160514447971
2100	5.11825622181393
