1950	0.302223951067711
1951	0.304648209750689
1952	0.307304968344243
1953	0.310177236470294
1954	0.313252494902887
1955	0.316524484029045
1956	0.319986944235791
1957	0.323642558214401
1958	0.327494008656151
1959	0.331550237865293
1960	0.335821082376507
1961	0.340319061415746
1962	0.345054011517688
1963	0.350039346138713
1964	0.355285796043925
1965	0.360812140072254
1966	0.366621060914977
1967	0.372738491254426
1968	0.379227027220374
1969	0.386167149551096
1970	0.393617877454663
1971	0.401597095539579
1972	0.410094967271166
1973	0.419099867653897
1974	0.428587652466288
1975	0.438532389026004
1976	0.44894123117645
1977	0.459802553922095
1978	0.471052866902744
1979	0.482610795149694
1980	0.494415530994027
1981	0.506175555317094
1982	0.517845262367207
1983	0.529877132739564
1984	0.542910541188253
1985	0.557247737597024
1986	0.573431519834031
1987	0.590916407339843
1988	0.607631362449476
1989	0.620773867010051
1990	0.628494652502057
1991	0.630139142254176
1992	0.626792932002719
1993	0.620527953643095
1994	0.614326465643667
1995	0.610526880566584
1996	0.609376900239654
1997	0.610714668955897
1998	0.615931609257073
1999	0.626592624387452
2000	0.643586579389777
2001	0.66782558929785
2002	0.698511106341882
2003	0.732668920127338
2004	0.766157849554673
2005	0.795964338090639
2006	0.820995636155525
2007	0.842000214615302
2008	0.860053832671603
2009	0.877005758843939
2010	0.89423042529599
2011	0.91187359158708
2012	0.929480988661158
2013	0.947106270343742
2014	0.964722609722073
2015	0.982321064491898
2016	1
2017	1.01786672389741
2018	1.03585864005437
2019	1.05385949851558
2020	1.07181564545552
2021	1.08970025396144
2022	1.1075580355546
2023	1.12543370175627
2024	1.14336302178345
2025	1.16139964946167
2026	1.17952570018242
2027	1.19775011624996
2028	1.21602818614301
2029	1.23434202525307
2030	1.25267374897164
2031	1.27099653038595
2032	1.28931036949601
2033	1.30759738169331
2034	1.32582179776085
2035	1.34397467539436
2036	1.36203812998533
2037	1.38000321922953
2038	1.39786100082269
2039	1.41557570554781
2040	1.43314733340487
2041	1.45055799978538
2042	1.46780770468934
2043	1.484905390421
2044	1.50185105698036
2045	1.51866258897593
2046	1.53533104410344
2047	1.55186536466717
2048	1.56824766605859
2049	1.58449583288622
2050	1.60061880745431
2051	1.61659870515434
2052	1.63244446829059
2053	1.64816503916729
2054	1.66376936008871
2055	1.67924848875058
2056	1.69461136745717
2057	1.70985799620846
2058	1.72497049039597
2059	1.73993096541117
2060	1.75473047894982
2061	1.76936903101191
2062	1.78382873698895
2063	1.79810959688092
2064	1.81221161068784
2065	1.82610795149694
2066	1.83981650391673
2067	1.85331044103445
2068	1.86658082054584
2069	1.87962764245091
2070	1.8924419644454
2071	1.90501484422506
2072	1.91733733948564
2073	1.92940945022713
2074	1.94121329184104
2075	1.95273992202311
2076	1.96399828307758
2077	1.97497943270022
2078	1.98570125549952
2079	1.99615480917123
2080	2.0063490360196
2081	2.0163107629574
2082	2.02601316307186
2083	2.03546517866724
2084	2.04465786743928
2085	2.05360017169224
2086	2.06229209142612
2087	2.07072468433666
2088	2.07891583503237
2089	2.08687448581751
2090	2.09459169438781
2091	2.10207640304754
2092	2.10932861179669
2093	2.11635726293951
2094	2.12316235647602
2095	2.12973495010194
2096	2.1360929284258
2097	2.14222734914333
2098	2.14814715455879
2099	2.15386128697643
2100	2.15936974639625
