DIDE_CODE,prop_gamb_ss,prop_arab,prop_fun,seasonal_a0,seasonal_a1,seasonal_b1,seasonal_a2,seasonal_b2,seasonal_a3,seasonal_b3,itn_cov1,itn_cov2,itn_cov3,itn_cov4,itn_cov5,itn_cov6,itn_cov7,itn_cov8,itn_cov9,itn_cov10,itn_cov11,itn_cov12,itn_cov13,itn_cov14,itn_cov15,itn_cov16,itn_cov17,itn_cov18,itn_cov19,itn_cov20,irs_cov1,irs_cov2,irs_cov3,irs_cov4,irs_cov5,irs_cov6,irs_cov7,irs_cov8,irs_cov9,irs_cov10,irs_cov11,irs_cov12,irs_cov13,irs_cov14,irs_cov15,irs_cov16,irs_cov17,irs_cov18,irs_cov19,irs_cov20,prev,prev_years,prev_age0,prev_age1,drug_cov_0_0,drug_cov_1_0,gamb_ss_Q0,gamb_ss_Q_in,gamb_ss_Q_bed,arab_Q0,arab_Q_in,arab_Q_bed,fun_Q0,fun_Q_in,fun_Q_bed,draw,total_M
189,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.540016378,0.540016378,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,125.230462
190,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.590150198,0.590150198,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,93.79819108
191,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.537333578,0.537333578,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,87.30558077
192,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.554117459,0.554117459,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,133.8624703
193,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.57580972,0.57580972,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,130.4185106
194,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.561551336,0.561551336,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,119.1690918
195,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.603648646,0.603648646,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,119.0939679
196,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.573769543,0.573769543,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,83.95053378
197,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.565718873,0.565718873,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,73.34352957
198,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.545070338,0.545070338,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,85.72796446
199,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.557843112,0.557843112,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,122.3889697
200,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.547414841,0.547414841,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,63.7168353
201,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.559164258,0.559164258,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,91.71179002
202,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.554996449,0.554996449,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,157.3930514
203,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.570099584,0.570099584,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,91.54058687
204,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.560701852,0.560701852,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,128.2759727
205,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.549472339,0.549472339,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,79.13143575
206,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.553776633,0.553776633,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,75.34143641
207,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.564682273,0.564682273,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,132.8856996
208,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.549160438,0.549160438,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,137.0375257
209,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.528662566,0.528662566,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,23.7587055
210,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.575120203,0.575120203,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,89.89542623
211,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.546988033,0.546988033,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,106.9562209
212,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.571382554,0.571382554,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,100.4957885
213,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.576880101,0.576880101,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,112.4670969
214,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.575574777,0.575574777,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,95.0412378
215,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.579778037,0.579778037,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,161.508908
216,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.548079155,0.548079155,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,120.7695113
217,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.5738977,0.5738977,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,118.629315
218,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.548812971,0.548812971,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,118.3033248
219,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.559895058,0.559895058,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,103.1324031
220,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.564504548,0.564504548,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,147.5190677
221,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.566876197,0.566876197,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,45.7313248
222,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.56623921,0.56623921,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,133.5951678
223,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.550109357,0.550109357,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,150.1784124
224,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.561929003,0.561929003,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,75.75910969
225,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.549795761,0.549795761,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,124.7578534
226,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.549434472,0.549434472,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,144.6181779
227,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.577921461,0.577921461,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,115.6824633
228,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.556156042,0.556156042,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,99.17586941
229,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.558900352,0.558900352,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,89.5458677
230,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.560155905,0.560155905,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,129.3257158
231,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.567788868,0.567788868,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,78.56101719
232,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.574676223,0.574676223,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,85.48809484
233,0.028,0.006,0.966,0.2870837,-0.3721341,-0.1471386,0.1479049,0.09208827,-0.04306132,-0.007802603,0.043563007,0.010330862,0.015749147,0,0.030270149,0.038578186,0.060034592,0.096662196,0.144704318,0.211457583,0.28167855,0.298005648,0.308264266,0.374078362,0.431150959,0.469729145,0.575349571,0.633939287,0.549161163,0.549161163,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0,0,0.8,0,0,0.62,3,0,5,0.2160576,0.2544778,0.92,0.876,0.722,0.71,0.706,0.596,0.94,0.712,0.62,0,108.2936801
