DIDE_CODE,prop_gamb_ss,prop_arab,prop_fun,seasonal_a0,seasonal_a1,seasonal_b1,seasonal_a2,seasonal_b2,seasonal_a3,seasonal_b3,itn_cov1,itn_cov2,itn_cov3,itn_cov4,itn_cov5,itn_cov6,itn_cov7,itn_cov8,itn_cov9,itn_cov10,itn_cov11,itn_cov12,itn_cov13,itn_cov14,itn_cov15,itn_cov16,itn_cov17,itn_cov18,itn_cov19,itn_cov20,irs_cov1,irs_cov2,irs_cov3,irs_cov4,irs_cov5,irs_cov6,irs_cov7,irs_cov8,irs_cov9,irs_cov10,irs_cov11,irs_cov12,irs_cov13,irs_cov14,irs_cov15,irs_cov16,irs_cov17,irs_cov18,irs_cov19,irs_cov20,prev,prev_years,prev_age0,prev_age1,drug_cov_0_0,drug_cov_1_0,ppu,ppr,fpr,fpu,gamb_ss_Q0,irs_dif_gamb_ss,gamb_ss_Q_in,gamb_ss_Q_bed,arab_Q0,irs_dif_arab,arab_Q_in,arab_Q_bed,fun_Q0,irs_dif_fun,fun_Q_in,fun_Q_bed,draw,total_M
245,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.064416598,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
246,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.045714693,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
247,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.059845762,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
248,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.052000414,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
249,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.070153003,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
250,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.073477658,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
251,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.054082703,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
252,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.079463065,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
253,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.070400928,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
254,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.063489366,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
255,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.058745443,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
256,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.077118186,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
257,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.070958559,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
258,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.03480518,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
259,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.064567087,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
260,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.086181428,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
261,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.072731524,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
262,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.076816937,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
263,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.106977957,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
264,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.102078509,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
265,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.094649801,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
266,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.066861327,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
267,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.083911172,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
268,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.043787693,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
269,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.075215664,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
270,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.09259932,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
271,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.073825507,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
272,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.06428083,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
273,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.101301837,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
274,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.068149994,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
275,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.073436559,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
276,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.065364005,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
277,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.068668415,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
278,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.046976266,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
279,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.055606062,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
280,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.090153705,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
281,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.058684034,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
282,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.048476743,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
283,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.057930837,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
284,0,1,0,0.2841004,0.291146493,-0.12597512,0.160297652,-0.035610522,0.162231599,-0.083952881,0.0503,0.011,0.0151,0,0.0313,0.0418,0,0.086,0.1185,0.1687,0.2961,0.3579,0.3872,0.3748,0.4264,0.54,0.5639,0.5173,0.4826,0.5233,0,0,0,0,0.1183,0.1012,0.0931,0.1087,0.1142,0.1451,0.0847,0.0616,0.0889,0.1035,0.07811077,0.1013294,0.10018,0.10018,0.10018,0.10018,0.055013089,3,4,6,0.1309,0.1632,0.4873,0.2495,0.4864,0.3547,0.92,0.813,0.9,0.85,0.71,0.422,0.86,0.8,0.94,0.813,0.87,0.78,0,1.96215
