"","PI","Intervention","MONTH_prev_observed","Obs_eff_mean","Obs_eff_min","Obs_eff_max","Pred_3_eff","Pred_3_eff_min","Pred_3_eff_max"
"16","Kafy","ITN_IRS",21,0.2,0,0.6,-0.0298491733470512,-0.384665748560323,0.284186064789014
"17","Kafy","ITN_IRS",33,0.4,0.2,0.8,0.378595426773082,0.0356351861565143,0.667618311809208
"18","Marbiah","ITN",15,0.275210084033613,0.275210084033613,0.275210084033613,0.202588335124388,0.176354499977458,0.230935487479259
"19","Philips-Howard","ITN",22,0.367704280155642,0.367704280155642,0.367704280155642,0.423769687092501,0.478411701761472,NA
"20","Philips-Howard","ITN",40,0.135549872122762,0.135549872122762,0.135549872122762,0.177119109612198,0.293764533780956,NA
"21","Protopopoff","PBO_ITN",4,0.174774774774775,0.174774774774775,0.174774774774775,0.178997083097161,0.111856807055417,0.267843691285861
"22","Protopopoff","PBO_ITN",9,0.437613019891501,0.437613019891501,0.437613019891501,0.197721171705302,0.120610844209028,0.300298434475333
"23","Protopopoff","PBO_ITN",16,0.343396226415094,0.343396226415094,0.343396226415094,0.0637973415188026,0.0222554795868638,0.127338629565479
"24","Protopopoff","PBO_ITN",21,0.325,0.325,0.325,0.0854677098719506,0.0260457741820903,0.169421279567577
"25","Protopopoff","ITN_IRS",4,0.304504504504505,0.304504504504505,0.304504504504505,0.313219319676908,0.285849540078557,0.343557911625216
"26","Protopopoff","ITN_IRS",9,0.522603978300181,0.522603978300181,0.522603978300181,0.555274640310258,0.518080195452154,0.591730734655535
"27","Protopopoff","ITN_IRS",16,0.247169811320755,0.247169811320755,0.247169811320755,0.0813751161047822,0.0517017682157549,0.118125715538898
"28","Protopopoff","ITN_IRS",21,0.189705882352941,0.189705882352941,0.189705882352941,0.0348785404904071,-0.00307050347738284,0.0788715491154618
"29","Protopopoff","PBO_ITN_IRS",4,0.324324324324324,0.324324324324324,0.324324324324324,0.4547752639297,0.396454409345569,0.544831005759996
"30","Protopopoff","PBO_ITN_IRS",9,0.482820976491863,0.482820976491863,0.482820976491863,0.673681062440173,0.618621876159567,0.739420231849858
"31","Protopopoff","PBO_ITN_IRS",16,0.450943396226415,0.450943396226415,0.450943396226415,0.249734456591822,0.152639752887132,0.419300717569886
"32","Protopopoff","PBO_ITN_IRS",21,0.357352941176471,0.357352941176471,0.357352941176471,0.198743597815088,0.108677130857005,0.345595319526492
"33","West","ITN_IRS",11,0.408695652173913,0.052544897151574,0.482756242580086,0.429938768774538,0.360265384571176,0.494964146317834
"34","West","ITN_IRS",15,0.576666666666667,0.274883441785032,0.690262864926858,0.582948369253982,0.517984325535297,0.635008773363184
"35","West","ITN_IRS",19,0.441666666666667,0.0222100067185269,0.618178520332336,0.405367788457089,0.316069587652717,0.484432265957427
"36","Chaccour","ITN_IRS",17,0.209302325581395,0.209302325581395,0.209302325581395,0.430023558317135,0.294559302164444,0.650924667068669
"37","Staedke","PBO_ITN",12,0.262068965517241,0.262068965517241,0.262068965517241,0.129430064350329,-0.0351684271182691,0.304681621155172
"38","Staedke","PBO_ITN",18,0.184615384615385,0.184615384615385,0.184615384615385,0.146428215602487,-0.0120102048545304,0.312827693416099
"39","Staedke","PBO_ITN",24,0.157142857142857,0.157142857142857,0.157142857142857,0.0971787400110795,-0.0586641774983814,0.270582475560531
"40","Nevill","ITN",20,0.571428571428571,0.571428571428571,0.571428571428571,0.430023558317135,0.294559302164444,0.650924667068669
"41","Nevill","ITN",24,0.52755905511811,0.52755905511811,0.52755905511811,0.431055012759959,0.302516752775078,0.654254053915801
"42","Nevill","ITN",27,0.321739130434783,0.321739130434783,0.321739130434783,0.441469007154181,0.296800889635139,0.672222615320772
"43","Bradley","IRS",3,0.0489130434782609,-0.320652173913043,0.331521739130435,0.21411748839277,0.00757248430932322,0.431973266532966
"44","Bradley","IRS",3,0.275862068965517,-0.064655172413793,0.521551724137931,0.160199605447507,-0.0543674278918259,0.384217353251529
